var,type,low,high,err
z,flt,1.490116119384765625000000000000e-08,2.980232238769530919127754978789e-08,4.440892101809348611906637371849e-15
z,flt,-2.980232238769530919127754978789e-08,-1.490116119384765625000000000000e-08,4.440892101809348611906637371849e-15
z,flt,2.980232238769531250000000000000e-08,5.960464477539061838255509957578e-08,4.440892105118071062118748071335e-15
z,flt,-5.960464477539061838255509957578e-08,-2.980232238769531250000000000000e-08,4.440892105118071062118748071335e-15
z,flt,5.960464477539062500000000000000e-08,1.192092895507812367651101991516e-07,4.440892111735515962542969470306e-15
z,flt,-1.192092895507812367651101991516e-07,-5.960464477539062500000000000000e-08,4.440892111735515962542969470306e-15
z,flt,1.192092895507812500000000000000e-07,2.384185791015624735302203983031e-07,4.440892124970405763391412268248e-15
z,flt,-2.384185791015624735302203983031e-07,-1.192092895507812500000000000000e-07,4.440892124970405763391412268248e-15
z,flt,2.384185791015625000000000000000e-07,4.768371582031249470604407966062e-07,4.440892151440185365088297864133e-15
z,flt,-4.768371582031249470604407966062e-07,-2.384185791015625000000000000000e-07,4.440892151440185365088297864133e-15
z,flt,4.768371582031250000000000000000e-07,9.536743164062498941208815932125e-07,4.440892204379744568482069055904e-15
z,flt,-9.536743164062498941208815932125e-07,-4.768371582031250000000000000000e-07,4.440892204379744568482069055904e-15
z,flt,9.536743164062500000000000000000e-07,1.907348632812499788241763186425e-06,4.440892310258862975269611439444e-15
z,flt,-1.907348632812499788241763186425e-06,-9.536743164062500000000000000000e-07,4.440892310258862975269611439444e-15
z,flt,1.907348632812500000000000000000e-06,3.814697265624999576483526372850e-06,4.440892522017099788844696206525e-15
z,flt,-3.814697265624999576483526372850e-06,-1.907348632812500000000000000000e-06,4.440892522017099788844696206525e-15
z,flt,3.814697265625000000000000000000e-06,7.629394531249999152967052745700e-06,4.440892945533573415994865740686e-15
z,flt,-7.629394531249999152967052745700e-06,-3.814697265625000000000000000000e-06,4.440892945533573415994865740686e-15
z,flt,7.629394531250000000000000000000e-06,1.525878906249999830593410549140e-05,4.440893792566520670295204809008e-15
z,flt,-1.525878906249999830593410549140e-05,-7.629394531250000000000000000000e-06,4.440893792566520670295204809008e-15
z,flt,1.525878906250000000000000000000e-05,3.051757812499999661186821098280e-05,4.440895486632415178895882945653e-15
z,flt,-3.051757812499999661186821098280e-05,-1.525878906250000000000000000000e-05,4.440895486632415178895882945653e-15
z,flt,3.051757812500000000000000000000e-05,6.103515624999999322373642196560e-05,4.440898874764204196097239218943e-15
z,flt,-6.103515624999999322373642196560e-05,-3.051757812500000000000000000000e-05,4.440898874764204196097239218943e-15
z,flt,6.103515625000000000000000000000e-05,1.220703124999999864474728439312e-04,4.440905651027782230499951765523e-15
z,flt,-1.220703124999999864474728439312e-04,-6.103515625000000000000000000000e-05,4.440905651027782230499951765523e-15
z,flt,1.220703125000000000000000000000e-04,2.441406249999999728949456878624e-04,4.440919203554938299305376858683e-15
z,flt,-2.441406249999999728949456878624e-04,-1.220703125000000000000000000000e-04,4.440919203554938299305376858683e-15
z,flt,2.441406250000000000000000000000e-04,4.882812499999999457898913757248e-04,4.440946308609250436916227045003e-15
z,flt,-4.882812499999999457898913757248e-04,-2.441406250000000000000000000000e-04,4.440946308609250436916227045003e-15
z,flt,4.882812500000000000000000000000e-04,9.765624999999998915797827514496e-04,4.441000518717874712137927417643e-15
z,flt,-9.765624999999998915797827514496e-04,-4.882812500000000000000000000000e-04,4.441000518717874712137927417643e-15
z,flt,9.765625000000000000000000000000e-04,1.953124999999999783159565502899e-03,4.441108938935123262581328162923e-15
z,flt,-1.953124999999999783159565502899e-03,-9.765625000000000000000000000000e-04,4.441108938935123262581328162923e-15
z,flt,1.953125000000000000000000000000e-03,3.906249999999999566319131005798e-03,4.441325779369620363468129653484e-15
z,flt,-3.906249999999999566319131005798e-03,-1.953125000000000000000000000000e-03,4.441325779369620363468129653484e-15
z,flt,3.906250000000000000000000000000e-03,7.812499999999999132638262011596e-03,4.441759460238614565241732634604e-15
z,flt,-7.812499999999999132638262011596e-03,-3.906250000000000000000000000000e-03,4.441759460238614565241732634604e-15
z,flt,7.812500000000000000000000000000e-03,1.562499999999999826527652402319e-02,4.442626821976602968788938596845e-15
z,flt,-1.562499999999999826527652402319e-02,-7.812500000000000000000000000000e-03,4.442626821976602968788938596845e-15
z,flt,1.562500000000000000000000000000e-02,3.124999999999999653055304804639e-02,4.444361545452579775883350521326e-15
z,flt,-3.124999999999999653055304804639e-02,-1.562500000000000000000000000000e-02,4.444361545452579775883350521326e-15
z,flt,3.125000000000000000000000000000e-02,6.249999999999999306110609609277e-02,4.447830992404533390072174370289e-15
z,flt,-6.249999999999999306110609609277e-02,-3.125000000000000000000000000000e-02,4.447830992404533390072174370289e-15
