var,type,low,high,err
z,flt,-1.953124999999999783159565502899e-03,-9.765625000000000000000000000000e-04,1.776573679834747565564612159505e-15
z,flt,1.953125000000000000000000000000e-03,3.906249999999999566319131005798e-03,1.776790520269244666451413650066e-15
z,flt,-3.906249999999999566319131005798e-03,-1.953125000000000000000000000000e-03,1.776790520269244666451413650066e-15
z,flt,3.906250000000000000000000000000e-03,7.812499999999999132638262011596e-03,1.777224201138238868225016631186e-15
z,flt,-7.812499999999999132638262011596e-03,-3.906250000000000000000000000000e-03,1.777224201138238868225016631186e-15
z,flt,7.812500000000000000000000000000e-03,1.562499999999999826527652402319e-02,1.778091562876227271772222593427e-15
z,flt,-1.562499999999999826527652402319e-02,-7.812500000000000000000000000000e-03,1.778091562876227271772222593427e-15
z,flt,1.562500000000000000000000000000e-02,3.124999999999999653055304804639e-02,1.779826286352204078866634517908e-15
z,flt,-3.124999999999999653055304804639e-02,-1.562500000000000000000000000000e-02,1.779826286352204078866634517908e-15
z,flt,3.125000000000000000000000000000e-02,6.249999999999999306110609609277e-02,1.783295733304157693055458366871e-15
z,flt,-6.249999999999999306110609609277e-02,-3.125000000000000000000000000000e-02,1.783295733304157693055458366871e-15
z,flt,6.250000000000000000000000000000e-02,1.249999999999999861222121921855e-01,1.790234627208064921433106064796e-15
z,flt,-1.249999999999999861222121921855e-01,-6.250000000000000000000000000000e-02,1.790234627208064921433106064796e-15
z,flt,1.250000000000000000000000000000e-01,2.499999999999999722444243843711e-01,1.804112415015879378188401460648e-15
z,flt,-2.499999999999999722444243843711e-01,-1.250000000000000000000000000000e-01,1.804112415015879378188401460648e-15
z,flt,2.500000000000000000000000000000e-01,4.999999999999999444888487687422e-01,1.831867990631508291698992252350e-15
z,flt,-4.999999999999999444888487687422e-01,-2.500000000000000000000000000000e-01,1.831867990631508291698992252350e-15
z,flt,5.000000000000000000000000000000e-01,9.999999999999998889776975374843e-01,1.887379141862766118720173835754e-15
z,flt,-9.999999999999998889776975374843e-01,-5.000000000000000000000000000000e-01,1.887379141862766118720173835754e-15
z,flt,1.000000000000000000000000000000e+00,1.330000000000000071054273576010e+00,1.998401444325281772762537002563e-15
z,flt,-1.999999999999999777955395074969e+00,-1.000000000000000000000000000000e+00,1.998401444325281772762537002563e-15
z,flt,-3.999999999999999555910790149937e+00,-2.000000000000000000000000000000e+00,2.220446049250313080847263336182e-15
z,flt,-7.999999999999999111821580299875e+00,-4.000000000000000000000000000000e+00,2.664535259100375697016716003418e-15
z,flt,-1.599999999999999822364316059975e+01,-8.000000000000000000000000000000e+00,3.552713678800500929355621337891e-15
z,flt,-1.867000000000000170530256582424e+01,-1.600000000000000000000000000000e+01,5.329070518200751394033432006836e-15

