var,type,low,high,err
y,flt,1.650488953041056250370388625015e+00,1.650488953041056472414993550046e+00,8.591004483319755213713020221694e-16
y,flt,1.650488953041054251968944299733e+00,1.650488953041056250370388625015e+00,8.591004483319756199789151747959e-16
y,flt,1.650488953041052919701314749545e+00,1.650488953041056028325783699984e+00,8.591004483319758171941414800489e-16
y,flt,1.650488953041050477210660574201e+00,1.650488953041055584236573849921e+00,8.591004483319762116245940905548e-16
y,flt,1.650488953041054251968944299733e+00,1.650488953041054696058154149796e+00,8.591004483319764088398203958077e-16
y,flt,1.650488953041048922898426098982e+00,1.650488953041054251968944299733e+00,8.591004483319770990931124641931e-16
y,flt,1.650488953041053807879734449671e+00,1.650488953041054029924339374702e+00,8.591004483319771977007256168195e-16
y,flt,1.650488953041053585835129524639e+00,1.650488953041053807879734449671e+00,8.591004483319772963083387694460e-16
y,flt,1.650488953041053363790524599608e+00,1.650488953041053585835129524639e+00,8.591004483319774935235650746990e-16
y,flt,1.650488953041053141745919674577e+00,1.650488953041053363790524599608e+00,8.591004483319775921311782273254e-16
y,flt,1.650488953041052919701314749545e+00,1.650488953041053141745919674577e+00,8.591004483319778879540176852049e-16
y,flt,1.650488953041052475612104899483e+00,1.650488953041052919701314749545e+00,8.591004483319779865616308378313e-16
y,flt,1.650488953041052031522895049420e+00,1.650488953041052475612104899483e+00,8.591004483319781837768571430843e-16
y,flt,1.650488953041051809478290124389e+00,1.650488953041052031522895049420e+00,8.591004483319788740301492114696e-16
y,flt,1.650488953041051587433685199358e+00,1.650488953041051809478290124389e+00,8.591004483319789726377623640961e-16
y,flt,1.650488953041051143344475349295e+00,1.650488953041051587433685199358e+00,8.591004483319791698529886693490e-16
y,flt,1.650488953041050921299870424264e+00,1.650488953041051143344475349295e+00,8.591004483319793670682149746020e-16
y,flt,1.650488953041050255166055649170e+00,1.650488953041050921299870424264e+00,8.591004483319795642834412798550e-16
y,flt,1.650488953041049811076845799107e+00,1.650488953041050255166055649170e+00,8.591004483319797614986675851079e-16
y,flt,1.650488953041049366987635949044e+00,1.650488953041049811076845799107e+00,8.591004483319803531443465008668e-16
y,flt,1.650488953041049144943031024013e+00,1.650488953041049366987635949044e+00,8.591004483319804517519596534932e-16
y,flt,1.650488953041048922898426098982e+00,1.650488953041049144943031024013e+00,8.591004483319805503595728061197e-16
y,flt,1.650488953041044704050932523387e+00,1.650488953041048922898426098982e+00,8.591004483319807475747991113727e-16
y,flt,1.650488953041042261560278348043e+00,1.650488953041048478809216248919e+00,8.591004483319811420052517218786e-16
y,flt,1.650488953041047368586191623763e+00,1.650488953041047590630796548794e+00,8.591004483319813392204780271315e-16
y,flt,1.650488953041045814273957148544e+00,1.650488953041047368586191623763e+00,8.591004483319820294737700955168e-16
y,flt,1.650488953041044926095537448418e+00,1.650488953041045814273957148544e+00,8.591004483319823252966095533963e-16
y,flt,1.650488953041044704050932523387e+00,1.650488953041044926095537448418e+00,8.591004483319828183346753165286e-16
y,flt,1.650488953041034712043710896978e+00,1.650488953041044704050932523387e+00,8.591004483319836071955805375405e-16
y,flt,1.650488953041044259961722673324e+00,1.650488953041044482006327598356e+00,8.591004483319837058031936901669e-16
y,flt,1.650488953041044037917117748293e+00,1.650488953041044259961722673324e+00,8.591004483319838044108068427934e-16
y,flt,1.650488953041043815872512823262e+00,1.650488953041044037917117748293e+00,8.591004483319840016260331480464e-16
y,flt,1.650488953041043371783302973199e+00,1.650488953041043815872512823262e+00,8.591004483319841002336463006728e-16
y,flt,1.650488953041042927694093123137e+00,1.650488953041043371783302973199e+00,8.591004483319844946640989111787e-16
y,flt,1.650488953041042705649488198105e+00,1.650488953041042927694093123137e+00,8.591004483319846918793252164317e-16
y,flt,1.650488953041041817471068497980e+00,1.650488953041042705649488198105e+00,8.591004483319852835250041321905e-16
y,flt,1.650488953041041151337253722886e+00,1.650488953041041817471068497980e+00,8.591004483319855793478435900700e-16
y,flt,1.650488953041040485203438947792e+00,1.650488953041041151337253722886e+00,8.591004483319859737782962005759e-16
y,flt,1.650488953041040263158834022761e+00,1.650488953041040485203438947792e+00,8.591004483319871570696540320936e-16
y,flt,1.650488953041040041114229097730e+00,1.650488953041040263158834022761e+00,8.591004483319872556772671847201e-16
y,flt,1.650488953041039597025019247667e+00,1.650488953041040041114229097730e+00,8.591004483319874528924934899730e-16
y,flt,1.650488953041039374980414322636e+00,1.650488953041039597025019247667e+00,8.591004483319876501077197952260e-16
y,flt,1.650488953041038708846599547542e+00,1.650488953041039374980414322636e+00,8.591004483319878473229461004789e-16
y,flt,1.650488953041038264757389697479e+00,1.650488953041038708846599547542e+00,8.591004483319880445381724057319e-16
y,flt,1.650488953041036932489760147291e+00,1.650488953041038264757389697479e+00,8.591004483319886361838513214907e-16
y,flt,1.650488953041035822266735522135e+00,1.650488953041036932489760147291e+00,8.591004483319890306143039319966e-16
y,flt,1.650488953041028050705563146039e+00,1.650488953041035822266735522135e+00,8.591004483319903125132749161408e-16
y,flt,1.650488953041034712043710896978e+00,1.650488953041034934088315822009e+00,8.591004483319904111208880687673e-16
y,flt,1.650488953041034267954501046916e+00,1.650488953041034712043710896978e+00,8.591004483319906083361143740202e-16
y,flt,1.650488953041034045909896121884e+00,1.650488953041034267954501046916e+00,8.591004483319908055513406792732e-16
y,flt,1.650488953041033379776081346790e+00,1.650488953041034045909896121884e+00,8.591004483319910027665669845261e-16
y,flt,1.650488953041033157731476421759e+00,1.650488953041033379776081346790e+00,8.591004483319911999817932897791e-16
y,flt,1.650488953041020945278205545037e+00,1.650488953041033157731476421759e+00,8.591004483319917916274722055379e-16
y,flt,1.650488953041031159330032096477e+00,1.650488953041031603419241946540e+00,8.591004483319921860579248160438e-16
y,flt,1.650488953041028050705563146039e+00,1.650488953041031159330032096477e+00,8.591004483319935665645089528145e-16
y,flt,1.650488953041026274348723745788e+00,1.650488953041028050705563146039e+00,8.591004483319942568178010211998e-16
y,flt,1.650488953041025830259513895726e+00,1.650488953041026274348723745788e+00,8.591004483319951442863193948381e-16
y,flt,1.650488953041006290334280492971e+00,1.650488953041025830259513895726e+00,8.591004483319967220081298368617e-16
y,flt,1.650488953041025164125699120632e+00,1.650488953041025386170304045663e+00,8.591004483319968206157429894882e-16
y,flt,1.650488953041024942081094195601e+00,1.650488953041025164125699120632e+00,8.591004483319970178309692947411e-16
y,flt,1.650488953041024497991884345538e+00,1.650488953041024942081094195601e+00,8.591004483319971164385824473676e-16
y,flt,1.650488953041024053902674495475e+00,1.650488953041024497991884345538e+00,8.591004483319975108690350578735e-16
y,flt,1.650488953041022943679649870319e+00,1.650488953041024053902674495475e+00,8.591004483319977080842613631265e-16
y,flt,1.650488953041022277545835095225e+00,1.650488953041022943679649870319e+00,8.591004483319985955527797367648e-16
y,flt,1.650488953041021611412020320131e+00,1.650488953041022277545835095225e+00,8.591004483319989899832323472707e-16
y,flt,1.650488953041020057099785844912e+00,1.650488953041021611412020320131e+00,8.591004483320000746669770261619e-16
y,flt,1.650488953041018724832156294724e+00,1.650488953041020057099785844912e+00,8.591004483320006663126559419207e-16
y,flt,1.650488953041017392564526744536e+00,1.650488953041018724832156294724e+00,8.591004483320014551735611629326e-16
y,flt,1.650488953041017170519921819505e+00,1.650488953041017392564526744536e+00,8.591004483320038217562768259680e-16
y,flt,1.650488953041016948475316894474e+00,1.650488953041017170519921819505e+00,8.591004483320039203638899785944e-16
y,flt,1.650488953041016504386107044411e+00,1.650488953041016948475316894474e+00,8.591004483320041175791162838474e-16
y,flt,1.650488953041016282341502119380e+00,1.650488953041016504386107044411e+00,8.591004483320043147943425891003e-16
y,flt,1.650488953041015616207687344286e+00,1.650488953041016282341502119380e+00,8.591004483320045120095688943533e-16
y,flt,1.650488953041015172118477494223e+00,1.650488953041015616207687344286e+00,8.591004483320047092247951996062e-16
y,flt,1.650488953041013839850847944035e+00,1.650488953041015172118477494223e+00,8.591004483320053008704741153651e-16
y,flt,1.650488953041012729627823318879e+00,1.650488953041013839850847944035e+00,8.591004483320056953009267258710e-16
y,flt,1.650488953041010287137169143534e+00,1.650488953041012729627823318879e+00,8.591004483320069771998977100152e-16
y,flt,1.650488953041008066691119893221e+00,1.650488953041010287137169143534e+00,8.591004483320077660608029310270e-16
y,flt,1.650488953040992523568775141030e+00,1.650488953041008066691119893221e+00,8.591004483320102312511317466889e-16
y,flt,1.650488953041005846245070642908e+00,1.650488953041006290334280492971e+00,8.591004483320104284663580519418e-16
y,flt,1.650488953041005624200465717877e+00,1.650488953041005846245070642908e+00,8.591004483320106256815843571948e-16
y,flt,1.650488953041004958066650942783e+00,1.650488953041005624200465717877e+00,8.591004483320108228968106624477e-16
y,flt,1.650488953041004513977441092720e+00,1.650488953041004958066650942783e+00,8.591004483320110201120369677007e-16
y,flt,1.650488953041003181709811542532e+00,1.650488953041004513977441092720e+00,8.591004483320116117577158834595e-16
y,flt,1.650488953041002737620601692470e+00,1.650488953041003181709811542532e+00,8.591004483320120061881684939654e-16
y,flt,1.650488953041002071486786917376e+00,1.650488953041002737620601692470e+00,8.591004483320130908719131728567e-16
y,flt,1.650488953040999628996132742031e+00,1.650488953041002071486786917376e+00,8.591004483320132880871394781096e-16
y,flt,1.650488953040998518773108116875e+00,1.650488953040999628996132742031e+00,8.591004483320140769480446991214e-16
y,flt,1.650488953040992523568775141030e+00,1.650488953040998518773108116875e+00,8.591004483320167393535998200363e-16
y,flt,1.650488953040988970855096340529e+00,1.650488953040992523568775141030e+00,8.591004483320181198601839568069e-16
y,flt,1.650488953040987860632071715372e+00,1.650488953040988970855096340529e+00,8.591004483320198947972207040835e-16
y,flt,1.650488953040986528364442165184e+00,1.650488953040987860632071715372e+00,8.591004483320230502408415881307e-16
y,flt,1.650488953040986084275232315122e+00,1.650488953040986528364442165184e+00,8.591004483320233460636810460102e-16
y,flt,1.650488953040984974052207689965e+00,1.650488953040986084275232315122e+00,8.591004483320235432789073512631e-16
y,flt,1.650488953040984307918392914871e+00,1.650488953040984974052207689965e+00,8.591004483320244307474257249014e-16
y,flt,1.650488953040982087472343664558e+00,1.650488953040984307918392914871e+00,8.591004483320248251778783354073e-16
y,flt,1.650488953040980755204714114370e+00,1.650488953040982087472343664558e+00,8.591004483320265015073019300574e-16
y,flt,1.650488953040979644981689489214e+00,1.650488953040980755204714114370e+00,8.591004483320272903682071510692e-16
y,flt,1.650488953040976314312615613744e+00,1.650488953040979644981689489214e+00,8.591004483320297555585359667311e-16
y,flt,1.650488953040973649777356513368e+00,1.650488953040976314312615613744e+00,8.591004483320306430270543403694e-16
y,flt,1.650488953040971207286702338024e+00,1.650488953040973649777356513368e+00,8.591004483320322207488647823930e-16
y,flt,1.650488953040970985242097412993e+00,1.650488953040971207286702338024e+00,8.591004483320370525219092610903e-16
y,flt,1.650488953040970763197492487961e+00,1.650488953040970985242097412993e+00,8.591004483320371511295224137167e-16
y,flt,1.650488953040970319108282637899e+00,1.650488953040970763197492487961e+00,8.591004483320373483447487189697e-16
y,flt,1.650488953040970097063677712868e+00,1.650488953040970319108282637899e+00,8.591004483320375455599750242226e-16
y,flt,1.650488953040969430929862937774e+00,1.650488953040970097063677712868e+00,8.591004483320377427752013294756e-16
y,flt,1.650488953040968986840653087711e+00,1.650488953040969430929862937774e+00,8.591004483320379399904276347286e-16
y,flt,1.650488953040967654573023537523e+00,1.650488953040968986840653087711e+00,8.591004483320385316361065504874e-16
y,flt,1.650488953040966544349998912367e+00,1.650488953040967654573023537523e+00,8.591004483320389260665591609933e-16
y,flt,1.650488953040964101859344737022e+00,1.650488953040966544349998912367e+00,8.591004483320402079655301451375e-16
y,flt,1.650488953040961881413295486709e+00,1.650488953040964101859344737022e+00,8.591004483320409968264353661493e-16
y,flt,1.650488953040956996431987136020e+00,1.650488953040961881413295486709e+00,8.591004483320434620167641818112e-16
y,flt,1.650488953040952333495283710363e+00,1.650488953040956996431987136020e+00,8.591004483320450397385746238348e-16
y,flt,1.650488953040921469295199131011e+00,1.650488953040952333495283710363e+00,8.591004483320499701192322551586e-16
y,flt,1.650488953040948780781604909862e+00,1.650488953040949002826209834893e+00,8.591004483320501673344585604115e-16
y,flt,1.650488953040948114647790134768e+00,1.650488953040948780781604909862e+00,8.591004483320503645496848656645e-16
y,flt,1.650488953040947670558580284705e+00,1.650488953040948114647790134768e+00,8.591004483320505617649111709174e-16
y,flt,1.650488953040946338290950734518e+00,1.650488953040947670558580284705e+00,8.591004483320511534105900866763e-16
y,flt,1.650488953040945228067926109361e+00,1.650488953040946338290950734518e+00,8.591004483320515478410426971822e-16
y,flt,1.650488953040942785577271934017e+00,1.650488953040945228067926109361e+00,8.591004483320528297400136813264e-16
y,flt,1.650488953040941675354247308860e+00,1.650488953040942785577271934017e+00,8.591004483320536186009189023382e-16
y,flt,1.650488953040940565131222683704e+00,1.650488953040941675354247308860e+00,8.591004483320555907531819548677e-16
y,flt,1.650488953040935680149914333015e+00,1.650488953040940565131222683704e+00,8.591004483320560837912477180001e-16
y,flt,1.650488953040933459703865082702e+00,1.650488953040935680149914333015e+00,8.591004483320576615130581600237e-16
y,flt,1.650488953040921469295199131011e+00,1.650488953040933459703865082702e+00,8.591004483320629863241684018534e-16
y,flt,1.650488953040914363867841530009e+00,1.650488953040921469295199131011e+00,8.591004483320657473373366753947e-16
y,flt,1.650488953040912143421792279696e+00,1.650488953040914363867841530009e+00,8.591004483320692972114101699478e-16
y,flt,1.650488953040909256841928254289e+00,1.650488953040912143421792279696e+00,8.591004483320756080986519380423e-16
y,flt,1.650488953040908590708113479195e+00,1.650488953040909256841928254289e+00,8.591004483320762983519440064276e-16
y,flt,1.650488953040906370262064228882e+00,1.650488953040908590708113479195e+00,8.591004483320766927823966169335e-16
y,flt,1.650488953040905037994434678694e+00,1.650488953040906370262064228882e+00,8.591004483320783691118202115836e-16
y,flt,1.650488953040900597102336178068e+00,1.650488953040905037994434678694e+00,8.591004483320791579727254325954e-16
y,flt,1.650488953040897932567077077692e+00,1.650488953040900597102336178068e+00,8.591004483320825106315726218956e-16
y,flt,1.650488953040895490076422902348e+00,1.650488953040897932567077077692e+00,8.591004483320840883533830639192e-16
y,flt,1.650488953040889050782880076440e+00,1.650488953040895490076422902348e+00,8.591004483320888215188143899900e-16
y,flt,1.650488953040883721712361875689e+00,1.650488953040889050782880076440e+00,8.591004483320907936710774425195e-16
y,flt,1.650488953040878836731053525000e+00,1.650488953040883721712361875689e+00,8.591004483320939491146983265667e-16
y,flt,1.650488953040878614686448599969e+00,1.650488953040878836731053525000e+00,8.591004483321035140531741313349e-16
y,flt,1.650488953040878392641843674937e+00,1.650488953040878614686448599969e+00,8.591004483321036126607872839614e-16
y,flt,1.650488953040877948552633824875e+00,1.650488953040878392641843674937e+00,8.591004483321038098760135892143e-16
y,flt,1.650488953040877726508028899843e+00,1.650488953040877948552633824875e+00,8.591004483321040070912398944673e-16
y,flt,1.650488953040877060374214124749e+00,1.650488953040877726508028899843e+00,8.591004483321042043064661997202e-16
y,flt,1.650488953040876616285004274687e+00,1.650488953040877060374214124749e+00,8.591004483321044015216925049732e-16
y,flt,1.650488953040875284017374724499e+00,1.650488953040876616285004274687e+00,8.591004483321049931673714207320e-16
y,flt,1.650488953040874173794350099342e+00,1.650488953040875284017374724499e+00,8.591004483321053875978240312379e-16
y,flt,1.650488953040871731303695923998e+00,1.650488953040874173794350099342e+00,8.591004483321066694967950153821e-16
y,flt,1.650488953040869510857646673685e+00,1.650488953040871731303695923998e+00,8.591004483321074583577002363939e-16
y,flt,1.650488953040864625876338322996e+00,1.650488953040869510857646673685e+00,8.591004483321099235480290520558e-16
y,flt,1.650488953040859962939634897339e+00,1.650488953040864625876338322996e+00,8.591004483321115012698394940794e-16
y,flt,1.650488953040850415021623120992e+00,1.650488953040859962939634897339e+00,8.591004483321164316504971254032e-16
y,flt,1.650488953040841089148216269678e+00,1.650488953040850415021623120992e+00,8.591004483321195870941180094504e-16
y,flt,1.650488953040779360748047110974e+00,1.650488953040841089148216269678e+00,8.591004483321294478554332720980e-16
y,flt,1.650488953040833983720858668676e+00,1.650488953040834427810068518738e+00,8.591004483321296450706595773509e-16
y,flt,1.650488953040832651453229118488e+00,1.650488953040833983720858668676e+00,8.591004483321302367163384931098e-16
y,flt,1.650488953040831541230204493331e+00,1.650488953040832651453229118488e+00,8.591004483321306311467911036157e-16
y,flt,1.650488953040829098739550317987e+00,1.650488953040831541230204493331e+00,8.591004483321319130457620877599e-16
y,flt,1.650488953040826878293501067674e+00,1.650488953040829098739550317987e+00,8.591004483321327019066673087717e-16
y,flt,1.650488953040821993312192716985e+00,1.650488953040826878293501067674e+00,8.591004483321351670969961244336e-16
y,flt,1.650488953040819772866143466672e+00,1.650488953040821993312192716985e+00,8.591004483321367448188065664572e-16
y,flt,1.650488953040817330375489291328e+00,1.650488953040819772866143466672e+00,8.591004483321406891233326715162e-16
y,flt,1.650488953040807782457477514981e+00,1.650488953040817330375489291328e+00,8.591004483321416751994641977810e-16
y,flt,1.650488953040803119520774089324e+00,1.650488953040807782457477514981e+00,8.591004483321448306430850818282e-16
y,flt,1.650488953040779360748047110974e+00,1.650488953040803119520774089324e+00,8.591004483321552830500792602346e-16
y,flt,1.650488953040765149893331908970e+00,1.650488953040779360748047110974e+00,8.591004483321610022916421125702e-16
y,flt,1.650488953040760486956628483313e+00,1.650488953040765149893331908970e+00,8.591004483321679048245627964235e-16
y,flt,1.650488953040602835287131711084e+00,1.650488953040760486956628483313e+00,8.591004483321805265990463326124e-16
y,flt,1.650488953040753381529270882311e+00,1.650488953040754713796900432499e+00,8.591004483321822029284699272625e-16
y,flt,1.650488953040748940637172381685e+00,1.650488953040753381529270882311e+00,8.591004483321829917893751482743e-16
y,flt,1.650488953040746276101913281309e+00,1.650488953040748940637172381685e+00,8.591004483321863444482223375744e-16
y,flt,1.650488953040737394317716280057e+00,1.650488953040746276101913281309e+00,8.591004483321879221700327795981e-16
y,flt,1.650488953040732065247198079305e+00,1.650488953040737394317716280057e+00,8.591004483321946274877271581984e-16
y,flt,1.650488953040727402310494653648e+00,1.650488953040732065247198079305e+00,8.591004483321977829313480422456e-16
y,flt,1.650488953040714301678804076801e+00,1.650488953040727402310494653648e+00,8.591004483322071506545975417608e-16
y,flt,1.650488953040703643537767675298e+00,1.650488953040714301678804076801e+00,8.591004483322112921743499520728e-16
y,flt,1.650488953040694095619755898952e+00,1.650488953040703643537767675298e+00,8.591004483322176030615917201672e-16
y,flt,1.650488953040693873575150973920e+00,1.650488953040694095619755898952e+00,8.591004483322365357233170244506e-16
y,flt,1.650488953040693651530546048889e+00,1.650488953040693873575150973920e+00,8.591004483322366343309301770770e-16
y,flt,1.650488953040693207441336198826e+00,1.650488953040693651530546048889e+00,8.591004483322368315461564823300e-16
y,flt,1.650488953040692985396731273795e+00,1.650488953040693207441336198826e+00,8.591004483322370287613827875829e-16
y,flt,1.650488953040692319262916498701e+00,1.650488953040692985396731273795e+00,8.591004483322372259766090928359e-16
y,flt,1.650488953040691875173706648638e+00,1.650488953040692319262916498701e+00,8.591004483322374231918353980888e-16
y,flt,1.650488953040690542906077098451e+00,1.650488953040691875173706648638e+00,8.591004483322380148375143138477e-16
y,flt,1.650488953040689432683052473294e+00,1.650488953040690542906077098451e+00,8.591004483322384092679669243536e-16
y,flt,1.650488953040686990192398297950e+00,1.650488953040689432683052473294e+00,8.591004483322396911669379084978e-16
y,flt,1.650488953040684769746349047637e+00,1.650488953040686990192398297950e+00,8.591004483322404800278431295096e-16
y,flt,1.650488953040679884765040696948e+00,1.650488953040684769746349047637e+00,8.591004483322429452181719451715e-16
y,flt,1.650488953040675221828337271290e+00,1.650488953040679884765040696948e+00,8.591004483322445229399823871951e-16
y,flt,1.650488953040665673910325494944e+00,1.650488953040675221828337271290e+00,8.591004483322494533206400185189e-16
y,flt,1.650488953040656348036918643629e+00,1.650488953040665673910325494944e+00,8.591004483322526087642609025661e-16
y,flt,1.650488953040637252200895090937e+00,1.650488953040656348036918643629e+00,8.591004483322624695255761652137e-16
y,flt,1.650488953040618378409476463275e+00,1.650488953040637252200895090937e+00,8.591004483322687804128179333081e-16
y,flt,1.650488953040606610045415436616e+00,1.650488953040618378409476463275e+00,8.591004483322883047202221533503e-16
y,flt,1.650488953040605277777785886428e+00,1.650488953040606610045415436616e+00,8.591004483322885019354484586032e-16
y,flt,1.650488953040604167554761261272e+00,1.650488953040605277777785886428e+00,8.591004483322888963659010691091e-16
y,flt,1.650488953040601725064107085927e+00,1.650488953040604167554761261272e+00,8.591004483322901782648720532533e-16
y,flt,1.650488953040599504618057835614e+00,1.650488953040601725064107085927e+00,8.591004483322909671257772742651e-16
y,flt,1.650488953040594619636749484926e+00,1.650488953040599504618057835614e+00,8.591004483322934323161060899270e-16
y,flt,1.650488953040589956700046059268e+00,1.650488953040594619636749484926e+00,8.591004483322950100379165319506e-16
y,flt,1.650488953040580408782034282922e+00,1.650488953040589956700046059268e+00,8.591004483322999404185741632744e-16
y,flt,1.650488953040575745845330857264e+00,1.650488953040580408782034282922e+00,8.591004483323030958621950473216e-16
y,flt,1.650488953040571082908627431607e+00,1.650488953040575745845330857264e+00,8.591004483323109844712472574397e-16
y,flt,1.650488953040551987072603878914e+00,1.650488953040571082908627431607e+00,8.591004483323129566235103099692e-16
y,flt,1.650488953040542661199197027599e+00,1.650488953040551987072603878914e+00,8.591004483323192675107520780637e-16
y,flt,1.650488953040495143653743070900e+00,1.650488953040542661199197027599e+00,8.591004483323401723247404348765e-16
y,flt,1.650488953040466721944312666892e+00,1.650488953040495143653743070900e+00,8.591004483323514135926398342947e-16
y,flt,1.650488953040457396070905815577e+00,1.650488953040466721944312666892e+00,8.591004483323654158737075072543e-16
y,flt,1.650488953040445849751449713949e+00,1.650488953040457396070905815577e+00,8.591004483323906594226745796320e-16
y,flt,1.650488953040443185216190613573e+00,1.650488953040445849751449713949e+00,8.591004483323939134739086163057e-16
y,flt,1.650488953040434303431993612321e+00,1.650488953040443185216190613573e+00,8.591004483323954911957190583294e-16
y,flt,1.650488953040428974361475411570e+00,1.650488953040434303431993612321e+00,8.591004483324021965134134369297e-16
y,flt,1.650488953040411210793081409065e+00,1.650488953040428974361475411570e+00,8.591004483324053519570343209769e-16
y,flt,1.650488953040400552652045007562e+00,1.650488953040411210793081409065e+00,8.591004483324188612000362308041e-16
y,flt,1.650488953040391004734033231216e+00,1.650488953040400552652045007562e+00,8.591004483324251720872779988985e-16
y,flt,1.650488953040365025515257002553e+00,1.650488953040391004734033231216e+00,8.591004483324440061413901505554e-16
y,flt,1.650488953040343709233184199547e+00,1.650488953040365025515257002553e+00,8.591004483324520919656686659264e-16
y,flt,1.650488953040324613397160646855e+00,1.650488953040343709233184199547e+00,8.591004483324647137401522021153e-16
y,flt,1.650488953040153639051368372748e+00,1.650488953040324613397160646855e+00,8.591004483325024804559896580555e-16
y,flt,1.650488953040323725218740946730e+00,1.650488953040324169307950796792e+00,8.591004483325026776712159633084e-16
y,flt,1.650488953040323503174136021698e+00,1.650488953040323725218740946730e+00,8.591004483325028748864422685614e-16
y,flt,1.650488953040322837040321246604e+00,1.650488953040323503174136021698e+00,8.591004483325030721016685738143e-16
y,flt,1.650488953040322392951111396542e+00,1.650488953040322837040321246604e+00,8.591004483325032693168948790673e-16
y,flt,1.650488953040321060683481846354e+00,1.650488953040322392951111396542e+00,8.591004483325038609625737948261e-16
y,flt,1.650488953040319950460457221197e+00,1.650488953040321060683481846354e+00,8.591004483325042553930264053320e-16
y,flt,1.650488953040317507969803045853e+00,1.650488953040319950460457221197e+00,8.591004483325056358996105421027e-16
y,flt,1.650488953040315287523753795540e+00,1.650488953040317507969803045853e+00,8.591004483325064247605157631145e-16
y,flt,1.650488953040310402542445444851e+00,1.650488953040315287523753795540e+00,8.591004483325087913432314261499e-16
y,flt,1.650488953040305739605742019194e+00,1.650488953040310402542445444851e+00,8.591004483325103690650418681735e-16
y,flt,1.650488953040296191687730242847e+00,1.650488953040305739605742019194e+00,8.591004483325152994456994994973e-16
y,flt,1.650488953040286865814323391533e+00,1.650488953040296191687730242847e+00,8.591004483325184548893203835445e-16
y,flt,1.650488953040267769978299838840e+00,1.650488953040286865814323391533e+00,8.591004483325283156506356461921e-16
y,flt,1.650488953040248896186881211179e+00,1.650488953040267769978299838840e+00,8.591004483325346265378774142865e-16
y,flt,1.650488953040210926559439030825e+00,1.650488953040248896186881211179e+00,8.591004483325541508452816343287e-16
y,flt,1.650488953040173178976601775503e+00,1.650488953040210926559439030825e+00,8.591004483325667726197651705176e-16
y,flt,1.650488953040149420203874797153e+00,1.650488953040173178976601775503e+00,8.591004483326060184497999158549e-16
y,flt,1.650488953040146977713220621808e+00,1.650488953040149420203874797153e+00,8.591004483326066100954788316138e-16
y,flt,1.650488953040144757267171371495e+00,1.650488953040146977713220621808e+00,8.591004483326073989563840526256e-16
y,flt,1.650488953040139872285863020807e+00,1.650488953040144757267171371495e+00,8.591004483326097655390997156610e-16
y,flt,1.650488953040135209349159595149e+00,1.650488953040139872285863020807e+00,8.591004483326113432609101576846e-16
y,flt,1.650488953040125661431147818803e+00,1.650488953040135209349159595149e+00,8.591004483326162736415677890084e-16
y,flt,1.650488953040116335557740967488e+00,1.650488953040125661431147818803e+00,8.591004483326194290851886730556e-16
y,flt,1.650488953040097239721717414795e+00,1.650488953040116335557740967488e+00,8.591004483326292898465039357032e-16
y,flt,1.650488953040087913848310563480e+00,1.650488953040097239721717414795e+00,8.591004483326356007337457037976e-16
y,flt,1.650488953040078365930298787134e+00,1.650488953040087913848310563480e+00,8.591004483326515751670764292867e-16
y,flt,1.650488953040040396302856606781e+00,1.650488953040078365930298787134e+00,8.591004483326551250411499238398e-16
y,flt,1.650488953040021522511437979119e+00,1.650488953040040396302856606781e+00,8.591004483326677468156334600287e-16
y,flt,1.650488953039926709465134990751e+00,1.650488953040021522511437979119e+00,8.591004483327099508740627841603e-16
y,flt,1.650488953039869866046274182736e+00,1.650488953039926709465134990751e+00,8.591004483327322361946352777438e-16
y,flt,1.650488953039850992254855555075e+00,1.650488953039869866046274182736e+00,8.591004483327604379719969289158e-16
y,flt,1.650488953039827899615943351819e+00,1.650488953039850992254855555075e+00,8.591004483328109250699310736714e-16
y,flt,1.650488953039822570545425151067e+00,1.650488953039827899615943351819e+00,8.591004483328173345647859943923e-16
y,flt,1.650488953039804806977031148563e+00,1.650488953039822570545425151067e+00,8.591004483328204900084068784395e-16
y,flt,1.650488953039794148835994747060e+00,1.650488953039804806977031148563e+00,8.591004483328339992514087882667e-16
y,flt,1.650488953039758621699206742051e+00,1.650488953039794148835994747060e+00,8.591004483328403101386505563611e-16
y,flt,1.650488953039737305417133939045e+00,1.650488953039758621699206742051e+00,8.591004483328672300170412233890e-16
y,flt,1.650488953039718431625715311384e+00,1.650488953039737305417133939045e+00,8.591004483328798517915247595779e-16
y,flt,1.650488953039666251143557929026e+00,1.650488953039718431625715311384e+00,8.591004483329174212921359102651e-16
y,flt,1.650488953039623618579412323015e+00,1.650488953039666251143557929026e+00,8.591004483329336915483060936336e-16
y,flt,1.650488953039585426907365217630e+00,1.650488953039623618579412323015e+00,8.591004483329589350972731660114e-16
y,flt,1.650488953039585204862760292599e+00,1.650488953039585426907365217630e+00,8.591004483330342713137217726388e-16
y,flt,1.650488953039584982818155367568e+00,1.650488953039585204862760292599e+00,8.591004483330343699213349252653e-16
y,flt,1.650488953039584538728945517505e+00,1.650488953039584982818155367568e+00,8.591004483330345671365612305182e-16
y,flt,1.650488953039584316684340592474e+00,1.650488953039584538728945517505e+00,8.591004483330347643517875357712e-16
y,flt,1.650488953039583650550525817380e+00,1.650488953039584316684340592474e+00,8.591004483330349615670138410241e-16
